"Registration.date","Total.usage.time","Pets","Carpet.score","Sent.for.repair","Failure.date","Battery.status","Impact.status","IR.status","Battery.censoring","Impact.censoring","IR.censoring","Survival.time","Registration.year","Registration.year.month"
2016-05-04,1599,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1336,"2016","2016-05"
2018-12-29,499,0,2,0,2019-12-31,NA,NA,NA,0,0,0,367,"2018","2018-12"
2016-06-29,1183,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1280,"2016","2016-06"
2019-05-04,640,1,3,0,2019-12-31,NA,NA,NA,0,0,0,241,"2019","2019-05"
2015-03-13,1673,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1754,"2015","2015-03"
2016-09-12,1544,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1205,"2016","2016-09"
2016-07-19,830,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1260,"2016","2016-07"
2015-08-25,1735,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1589,"2015","2015-08"
2016-11-13,1323,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1143,"2016","2016-11"
2017-04-29,1433,1,2,0,2019-12-31,NA,NA,NA,0,0,0,976,"2017","2017-04"
2015-03-27,2716,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1740,"2015","2015-03"
2019-12-09,21,0,3,0,2019-12-31,NA,NA,NA,0,0,0,22,"2019","2019-12"
2019-07-17,180,0,3,0,2019-12-31,NA,NA,NA,0,0,0,167,"2019","2019-07"
2019-11-24,33,0,3,0,2019-12-31,NA,NA,NA,0,0,0,37,"2019","2019-11"
2015-11-08,1272,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1514,"2015","2015-11"
2015-03-20,945,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1747,"2015","2015-03"
2015-09-18,832,0,2,1,2019-06-08,"OK","OK","Damage",0,0,1,1359,"2015","2015-09"
2016-10-20,938,1,3,1,2017-07-08,"Damage","OK","OK",1,0,0,261,"2016","2016-10"
2017-09-21,1643,1,4,1,2019-07-20,"Damage","OK","OK",1,0,0,667,"2017","2017-09"
2019-09-08,224,1,3,0,2019-12-31,NA,NA,NA,0,0,0,114,"2019","2019-09"
2018-03-06,1130,1,4,0,2019-12-31,NA,NA,NA,0,0,0,665,"2018","2018-03"
2017-06-04,497,0,3,0,2019-12-31,NA,NA,NA,0,0,0,940,"2017","2017-06"
2015-06-06,968,0,3,1,2019-08-18,"OK","OK","OK",0,0,0,1534,"2015","2015-06"
2019-09-22,210,1,2,0,2019-12-31,NA,NA,NA,0,0,0,100,"2019","2019-09"
2016-09-25,983,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1192,"2016","2016-09"
2016-11-05,739,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1151,"2016","2016-11"
2018-02-13,1382,1,3,0,2019-12-31,NA,NA,NA,0,0,0,686,"2018","2018-02"
2018-08-21,989,1,1,0,2019-12-31,NA,NA,NA,0,0,0,497,"2018","2018-08"
2015-12-28,166,1,3,1,2016-07-15,"OK","OK","Damage",0,0,1,200,"2015","2015-12"
2017-12-10,321,0,2,0,2019-12-31,NA,NA,NA,0,0,0,751,"2017","2017-12"
2019-03-20,463,1,3,0,2019-12-31,NA,NA,NA,0,0,0,286,"2019","2019-03"
2019-12-30,2,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1,"2019","2019-12"
2015-01-21,1985,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1805,"2015","2015-01"
2019-02-08,646,1,7,0,2019-12-31,NA,NA,NA,0,0,0,326,"2019","2019-02"
2016-01-11,2461,1,6,1,2018-08-04,"Damage","OK","OK",1,0,0,936,"2016","2016-01"
2015-07-27,2808,1,2,1,2019-10-17,"OK","Damage","OK",0,1,0,1543,"2015","2015-07"
2018-06-10,789,0,6,0,2019-12-31,NA,NA,NA,0,0,0,569,"2018","2018-06"
2016-05-13,1560,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1327,"2016","2016-05"
2019-02-12,786,1,4,0,2019-12-31,NA,NA,NA,0,0,0,322,"2019","2019-02"
2018-03-22,563,0,2,0,2019-12-31,NA,NA,NA,0,0,0,649,"2018","2018-03"
2017-08-21,2051,1,5,0,2019-12-31,NA,NA,NA,0,0,0,862,"2017","2017-08"
2015-02-22,663,0,4,1,2017-01-30,"OK","OK","Damage",0,0,1,708,"2015","2015-02"
2016-06-08,1735,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1301,"2016","2016-06"
2015-03-06,1985,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1761,"2015","2015-03"
2019-06-28,518,1,2,0,2019-12-31,NA,NA,NA,0,0,0,186,"2019","2019-06"
2015-08-28,1337,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1586,"2015","2015-08"
2015-04-04,2088,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1732,"2015","2015-04"
2016-10-26,1555,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1161,"2016","2016-10"
2018-06-23,1013,1,4,0,2019-12-31,NA,NA,NA,0,0,0,556,"2018","2018-06"
2019-06-18,179,0,1,0,2019-12-31,NA,NA,NA,0,0,0,196,"2019","2019-06"
2016-03-22,1454,0,6,0,2019-12-31,NA,NA,NA,0,0,0,1379,"2016","2016-03"
2016-12-16,1224,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1110,"2016","2016-12"
2018-02-06,569,0,2,0,2019-12-31,NA,NA,NA,0,0,0,693,"2018","2018-02"
2017-10-27,395,0,4,1,2019-07-20,"OK","OK","Damage",0,0,1,631,"2017","2017-10"
2015-03-17,1948,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1750,"2015","2015-03"
2017-05-15,1758,1,2,0,2019-12-31,NA,NA,NA,0,0,0,960,"2017","2017-05"
2019-09-30,60,0,5,0,2019-12-31,NA,NA,NA,0,0,0,92,"2019","2019-09"
2016-03-14,3152,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1387,"2016","2016-03"
2018-05-23,1175,1,2,0,2019-12-31,NA,NA,NA,0,0,0,587,"2018","2018-05"
2019-07-26,368,1,4,0,2019-12-31,NA,NA,NA,0,0,0,158,"2019","2019-07"
2015-03-25,2781,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1742,"2015","2015-03"
2015-09-07,2745,1,1,0,2019-12-31,NA,NA,NA,0,0,0,1576,"2015","2015-09"
2015-07-03,3224,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1642,"2015","2015-07"
2017-01-18,1884,1,3,1,2018-09-26,"Damage","OK","OK",1,0,0,616,"2017","2017-01"
2019-11-07,53,0,3,0,2019-12-31,NA,NA,NA,0,0,0,54,"2019","2019-11"
2016-10-26,1358,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1161,"2016","2016-10"
2018-08-16,692,0,3,0,2019-12-31,NA,NA,NA,0,0,0,502,"2018","2018-08"
2018-07-07,1538,1,3,0,2019-12-31,NA,NA,NA,0,0,0,542,"2018","2018-07"
2015-02-15,1471,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1780,"2015","2015-02"
2019-09-24,173,1,1,0,2019-12-31,NA,NA,NA,0,0,0,98,"2019","2019-09"
2017-09-01,1374,1,3,0,2019-12-31,NA,NA,NA,0,0,0,851,"2017","2017-09"
2018-06-25,554,0,2,0,2019-12-31,NA,NA,NA,0,0,0,554,"2018","2018-06"
2015-03-24,2114,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1743,"2015","2015-03"
2019-08-01,111,0,3,0,2019-12-31,NA,NA,NA,0,0,0,152,"2019","2019-08"
2015-03-01,3105,1,6,0,2019-12-31,NA,NA,NA,0,0,0,1766,"2015","2015-03"
2018-11-20,229,0,3,0,2019-12-31,NA,NA,NA,0,0,0,406,"2018","2018-11"
2017-08-18,925,0,3,0,2019-12-31,NA,NA,NA,0,0,0,865,"2017","2017-08"
2016-04-30,1970,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1340,"2016","2016-04"
2017-07-11,1759,1,3,0,2019-12-31,NA,NA,NA,0,0,0,903,"2017","2017-07"
2017-08-30,1479,0,3,0,2019-12-31,NA,NA,NA,0,0,0,853,"2017","2017-08"
2015-06-08,2012,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1667,"2015","2015-06"
2019-07-30,152,0,2,0,2019-12-31,NA,NA,NA,0,0,0,154,"2019","2019-07"
2017-10-26,1897,1,4,0,2019-12-31,NA,NA,NA,0,0,0,796,"2017","2017-10"
2015-04-19,2498,1,3,1,2018-09-20,"Damage","OK","OK",1,0,0,1250,"2015","2015-04"
2018-05-13,959,1,1,0,2019-12-31,NA,NA,NA,0,0,0,597,"2018","2018-05"
2018-02-19,1401,1,2,0,2019-12-31,NA,NA,NA,0,0,0,680,"2018","2018-02"
2015-05-14,1145,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1692,"2015","2015-05"
2017-03-10,1237,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1026,"2017","2017-03"
2018-03-17,822,0,4,0,2019-12-31,NA,NA,NA,0,0,0,654,"2018","2018-03"
2019-01-19,352,0,2,0,2019-12-31,NA,NA,NA,0,0,0,346,"2019","2019-01"
2016-12-16,1814,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1110,"2016","2016-12"
2018-11-13,351,0,1,0,2019-12-31,NA,NA,NA,0,0,0,413,"2018","2018-11"
2019-05-14,290,0,4,0,2019-12-31,NA,NA,NA,0,0,0,231,"2019","2019-05"
2018-02-03,550,0,6,0,2019-12-31,NA,NA,NA,0,0,0,696,"2018","2018-02"
2016-10-15,1334,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1172,"2016","2016-10"
2019-08-30,162,0,3,0,2019-12-31,NA,NA,NA,0,0,0,123,"2019","2019-08"
2018-09-21,1113,1,2,0,2019-12-31,NA,NA,NA,0,0,0,466,"2018","2018-09"
2015-04-27,1528,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1709,"2015","2015-04"
2015-07-17,1962,0,6,0,2019-12-31,NA,NA,NA,0,0,0,1628,"2015","2015-07"
2019-02-04,356,0,3,0,2019-12-31,NA,NA,NA,0,0,0,330,"2019","2019-02"
2018-12-19,264,0,2,0,2019-12-31,NA,NA,NA,0,0,0,377,"2018","2018-12"
2015-04-15,1266,0,3,1,2017-09-03,"Damage","OK","OK",1,0,0,872,"2015","2015-04"
2019-07-16,158,0,3,0,2019-12-31,NA,NA,NA,0,0,0,168,"2019","2019-07"
2018-08-10,759,0,2,0,2019-12-31,NA,NA,NA,0,0,0,508,"2018","2018-08"
2019-07-07,177,0,2,0,2019-12-31,NA,NA,NA,0,0,0,177,"2019","2019-07"
2017-09-05,1735,1,4,0,2019-12-31,NA,NA,NA,0,0,0,847,"2017","2017-09"
2016-09-28,3081,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1189,"2016","2016-09"
2019-03-02,406,0,3,0,2019-12-31,NA,NA,NA,0,0,0,304,"2019","2019-03"
2018-12-14,309,0,3,0,2019-12-31,NA,NA,NA,0,0,0,382,"2018","2018-12"
2017-08-28,1535,1,2,0,2019-12-31,NA,NA,NA,0,0,0,855,"2017","2017-08"
2018-11-22,312,0,2,0,2019-12-31,NA,NA,NA,0,0,0,404,"2018","2018-11"
2015-04-17,1907,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1719,"2015","2015-04"
2017-04-16,398,0,4,0,2019-12-31,NA,NA,NA,0,0,0,989,"2017","2017-04"
2015-02-10,1324,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1785,"2015","2015-02"
2018-09-13,792,0,4,0,2019-12-31,NA,NA,NA,0,0,0,474,"2018","2018-09"
2018-07-12,401,0,3,0,2019-12-31,NA,NA,NA,0,0,0,537,"2018","2018-07"
2015-01-11,1841,0,5,1,2018-04-23,"Damage","OK","OK",1,0,0,1198,"2015","2015-01"
2017-05-09,598,0,6,0,2019-12-31,NA,NA,NA,0,0,0,966,"2017","2017-05"
2017-12-24,1828,1,2,0,2019-12-31,NA,NA,NA,0,0,0,737,"2017","2017-12"
2016-06-02,1123,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1307,"2016","2016-06"
2015-04-11,1106,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1725,"2015","2015-04"
2016-11-20,1188,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1136,"2016","2016-11"
2017-08-26,649,0,5,0,2019-12-31,NA,NA,NA,0,0,0,857,"2017","2017-08"
2016-04-03,2268,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1367,"2016","2016-04"
2019-09-20,111,0,3,0,2019-12-31,NA,NA,NA,0,0,0,102,"2019","2019-09"
2017-03-09,585,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1027,"2017","2017-03"
2018-07-04,658,0,3,0,2019-12-31,NA,NA,NA,0,0,0,545,"2018","2018-07"
2015-11-18,2071,1,3,1,2017-09-03,"Damage","OK","OK",1,0,0,655,"2015","2015-11"
2016-03-17,1953,1,2,1,2018-01-24,"OK","OK","Damage",0,0,1,678,"2016","2016-03"
2015-02-13,1189,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1782,"2015","2015-02"
2016-08-23,2712,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1225,"2016","2016-08"
2017-01-24,2339,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1071,"2017","2017-01"
2015-07-18,729,0,4,1,2018-06-11,"OK","OK","Damage",0,0,1,1059,"2015","2015-07"
2019-04-05,267,0,3,0,2019-12-31,NA,NA,NA,0,0,0,270,"2019","2019-04"
2015-01-17,1764,0,6,0,2019-12-31,NA,NA,NA,0,0,0,1809,"2015","2015-01"
2019-11-06,43,0,3,0,2019-12-31,NA,NA,NA,0,0,0,55,"2019","2019-11"
2019-01-09,699,1,2,0,2019-12-31,NA,NA,NA,0,0,0,356,"2019","2019-01"
2017-07-03,752,1,4,0,2019-12-31,NA,NA,NA,0,0,0,911,"2017","2017-07"
2019-09-02,164,0,5,0,2019-12-31,NA,NA,NA,0,0,0,120,"2019","2019-09"
2017-05-04,2335,1,2,0,2019-12-31,NA,NA,NA,0,0,0,971,"2017","2017-05"
2017-07-22,774,0,5,0,2019-12-31,NA,NA,NA,0,0,0,892,"2017","2017-07"
2019-02-28,257,0,3,0,2019-12-31,NA,NA,NA,0,0,0,306,"2019","2019-02"
2015-10-21,505,1,3,1,2016-06-16,"OK","OK","Damage",0,0,1,239,"2015","2015-10"
2017-08-10,2119,1,4,0,2019-12-31,NA,NA,NA,0,0,0,873,"2017","2017-08"
2017-03-02,261,1,3,1,2017-05-14,"OK","OK","Damage",0,0,1,73,"2017","2017-03"
2016-08-28,1087,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1220,"2016","2016-08"
2017-03-29,805,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1007,"2017","2017-03"
2015-03-17,2219,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1750,"2015","2015-03"
2016-03-20,2208,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1381,"2016","2016-03"
2015-07-08,1627,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1637,"2015","2015-07"
2016-10-25,20,0,1,1,2016-11-17,"OK","OK","Damage",0,0,1,23,"2016","2016-10"
2018-04-16,906,0,5,0,2019-12-31,NA,NA,NA,0,0,0,624,"2018","2018-04"
2017-02-15,2782,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1049,"2017","2017-02"
2015-05-12,1343,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1694,"2015","2015-05"
2018-06-08,923,0,2,0,2019-12-31,NA,NA,NA,0,0,0,571,"2018","2018-06"
2019-04-07,828,1,3,0,2019-12-31,NA,NA,NA,0,0,0,268,"2019","2019-04"
2019-05-03,163,0,2,0,2019-12-31,NA,NA,NA,0,0,0,242,"2019","2019-05"
2015-06-12,2504,1,4,1,2018-04-20,"Damage","OK","OK",1,0,0,1043,"2015","2015-06"
2015-01-24,1898,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1802,"2015","2015-01"
2017-02-11,1006,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1053,"2017","2017-02"
2019-11-13,53,0,3,0,2019-12-31,NA,NA,NA,0,0,0,48,"2019","2019-11"
2017-06-30,1256,1,2,0,2019-12-31,NA,NA,NA,0,0,0,914,"2017","2017-06"
2019-12-22,14,0,5,0,2019-12-31,NA,NA,NA,0,0,0,9,"2019","2019-12"
2017-06-22,1259,1,3,1,2018-10-20,"Damage","OK","OK",1,0,0,485,"2017","2017-06"
2015-08-13,2358,1,3,1,2019-06-29,"Damage","OK","OK",1,0,0,1416,"2015","2015-08"
2017-10-20,785,1,3,0,2019-12-31,NA,NA,NA,0,0,0,802,"2017","2017-10"
2016-03-12,1378,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1389,"2016","2016-03"
2018-08-17,430,1,2,0,2019-12-31,NA,NA,NA,0,0,0,501,"2018","2018-08"
2018-12-06,622,1,4,0,2019-12-31,NA,NA,NA,0,0,0,390,"2018","2018-12"
2017-04-01,2319,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1004,"2017","2017-04"
2017-05-06,1378,1,2,0,2019-12-31,NA,NA,NA,0,0,0,969,"2017","2017-05"
2017-01-03,1522,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1092,"2017","2017-01"
2019-07-06,142,0,5,0,2019-12-31,NA,NA,NA,0,0,0,178,"2019","2019-07"
2017-10-26,858,0,2,0,2019-12-31,NA,NA,NA,0,0,0,796,"2017","2017-10"
2018-06-15,592,0,4,0,2019-12-31,NA,NA,NA,0,0,0,564,"2018","2018-06"
2016-08-29,1134,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1219,"2016","2016-08"
2015-06-23,2710,1,4,1,2018-10-26,"Damage","OK","OK",1,0,0,1221,"2015","2015-06"
2019-09-09,102,0,4,0,2019-12-31,NA,NA,NA,0,0,0,113,"2019","2019-09"
2018-05-10,1201,1,4,0,2019-12-31,NA,NA,NA,0,0,0,600,"2018","2018-05"
2015-01-28,1280,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1798,"2015","2015-01"
2015-07-26,2384,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1619,"2015","2015-07"
2019-03-29,409,0,1,0,2019-12-31,NA,NA,NA,0,0,0,277,"2019","2019-03"
2017-03-26,2290,1,3,1,2019-07-19,"Damage","OK","OK",1,0,0,845,"2017","2017-03"
2017-01-03,1741,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1092,"2017","2017-01"
2017-02-28,2042,1,5,0,2019-12-31,NA,NA,NA,0,0,0,1036,"2017","2017-02"
2018-04-26,1570,1,2,0,2019-12-31,NA,NA,NA,0,0,0,614,"2018","2018-04"
2015-11-30,2037,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1492,"2015","2015-11"
2019-03-11,314,0,1,0,2019-12-31,NA,NA,NA,0,0,0,295,"2019","2019-03"
2019-08-03,107,0,2,1,2019-12-25,"OK","OK","Damage",0,0,1,144,"2019","2019-08"
2018-12-28,364,0,4,0,2019-12-31,NA,NA,NA,0,0,0,368,"2018","2018-12"
2017-07-07,833,1,3,0,2019-12-31,NA,NA,NA,0,0,0,907,"2017","2017-07"
2016-04-09,516,0,6,1,2017-07-02,"OK","OK","Damage",0,0,1,449,"2016","2016-04"
2018-05-03,920,1,4,0,2019-12-31,NA,NA,NA,0,0,0,607,"2018","2018-05"
2019-09-15,134,0,2,0,2019-12-31,NA,NA,NA,0,0,0,107,"2019","2019-09"
2019-11-26,40,0,1,0,2019-12-31,NA,NA,NA,0,0,0,35,"2019","2019-11"
2015-04-06,2787,1,4,1,2018-05-11,"Damage","OK","OK",1,0,0,1131,"2015","2015-04"
2016-11-29,841,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1127,"2016","2016-11"
2019-01-12,829,1,2,0,2019-12-31,NA,NA,NA,0,0,0,353,"2019","2019-01"
2017-09-27,1206,0,1,0,2019-12-31,NA,NA,NA,0,0,0,825,"2017","2017-09"
2016-07-09,1299,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1270,"2016","2016-07"
2017-01-04,1405,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1091,"2017","2017-01"
2015-02-20,1225,0,5,1,2018-01-13,"Damage","OK","OK",1,0,0,1058,"2015","2015-02"
2019-03-31,556,1,4,0,2019-12-31,NA,NA,NA,0,0,0,275,"2019","2019-03"
2015-02-26,3565,1,3,1,2019-04-17,"Damage","OK","OK",1,0,0,1511,"2015","2015-02"
2018-04-06,1348,1,3,0,2019-12-31,NA,NA,NA,0,0,0,634,"2018","2018-04"
2017-12-25,1561,1,3,0,2019-12-31,NA,NA,NA,0,0,0,736,"2017","2017-12"
2016-07-24,1072,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1255,"2016","2016-07"
2019-12-08,36,0,5,0,2019-12-31,NA,NA,NA,0,0,0,23,"2019","2019-12"
2019-02-22,380,0,2,0,2019-12-31,NA,NA,NA,0,0,0,312,"2019","2019-02"
2018-01-14,578,1,2,0,2019-12-31,NA,NA,NA,0,0,0,716,"2018","2018-01"
2015-09-10,1738,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1573,"2015","2015-09"
2019-05-10,622,1,3,0,2019-12-31,NA,NA,NA,0,0,0,235,"2019","2019-05"
2017-11-19,599,0,3,0,2019-12-31,NA,NA,NA,0,0,0,772,"2017","2017-11"
2018-12-30,383,0,4,0,2019-12-31,NA,NA,NA,0,0,0,366,"2018","2018-12"
2015-02-21,1749,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1774,"2015","2015-02"
2016-04-13,2062,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1357,"2016","2016-04"
2018-10-13,493,0,2,0,2019-12-31,NA,NA,NA,0,0,0,444,"2018","2018-10"
2019-02-24,510,1,2,0,2019-12-31,NA,NA,NA,0,0,0,310,"2019","2019-02"
2017-08-14,2094,1,2,0,2019-12-31,NA,NA,NA,0,0,0,869,"2017","2017-08"
2018-03-10,456,1,4,1,2018-08-25,"Damage","OK","OK",1,0,0,168,"2018","2018-03"
2017-06-09,1378,1,1,0,2019-12-31,NA,NA,NA,0,0,0,935,"2017","2017-06"
2017-11-28,1585,1,5,1,2019-06-18,"Damage","OK","OK",1,0,0,567,"2017","2017-11"
2015-07-03,1500,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1642,"2015","2015-07"
2019-03-17,320,0,8,0,2019-12-31,NA,NA,NA,0,0,0,289,"2019","2019-03"
2017-01-04,1011,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1091,"2017","2017-01"
2018-11-11,281,0,3,0,2019-12-31,NA,NA,NA,0,0,0,415,"2018","2018-11"
2019-10-04,52,0,6,0,2019-12-31,NA,NA,NA,0,0,0,88,"2019","2019-10"
2016-04-29,2100,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1341,"2016","2016-04"
2019-02-23,493,1,2,0,2019-12-31,NA,NA,NA,0,0,0,311,"2019","2019-02"
2018-04-08,1280,1,2,0,2019-12-31,NA,NA,NA,0,0,0,632,"2018","2018-04"
2018-12-29,167,0,5,0,2019-12-31,NA,NA,NA,0,0,0,367,"2018","2018-12"
2015-12-06,1422,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1486,"2015","2015-12"
2018-10-10,777,1,2,0,2019-12-31,NA,NA,NA,0,0,0,447,"2018","2018-10"
2018-09-05,726,1,3,0,2019-12-31,NA,NA,NA,0,0,0,482,"2018","2018-09"
2018-10-04,484,0,5,0,2019-12-31,NA,NA,NA,0,0,0,453,"2018","2018-10"
2016-08-30,2248,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1218,"2016","2016-08"
2015-04-16,2188,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1720,"2015","2015-04"
2018-05-16,726,0,1,0,2019-12-31,NA,NA,NA,0,0,0,594,"2018","2018-05"
2015-03-17,2429,1,6,0,2019-12-31,NA,NA,NA,0,0,0,1750,"2015","2015-03"
2018-03-21,503,0,4,0,2019-12-31,NA,NA,NA,0,0,0,650,"2018","2018-03"
2016-07-01,809,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1278,"2016","2016-07"
2016-12-19,770,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1107,"2016","2016-12"
2019-08-14,422,1,1,0,2019-12-31,NA,NA,NA,0,0,0,139,"2019","2019-08"
2018-05-25,1112,0,2,0,2019-12-31,NA,NA,NA,0,0,0,585,"2018","2018-05"
2018-08-03,708,1,3,1,2019-02-21,"Damage","OK","OK",1,0,0,202,"2018","2018-08"
2018-08-02,1178,1,2,0,2019-12-31,NA,NA,NA,0,0,0,516,"2018","2018-08"
2016-02-21,1908,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1409,"2016","2016-02"
2017-01-16,1210,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1079,"2017","2017-01"
2017-11-08,902,0,4,0,2019-12-31,NA,NA,NA,0,0,0,783,"2017","2017-11"
2019-05-25,468,1,3,0,2019-12-31,NA,NA,NA,0,0,0,220,"2019","2019-05"
2017-12-21,872,0,2,0,2019-12-31,NA,NA,NA,0,0,0,740,"2017","2017-12"
2019-08-04,184,0,4,0,2019-12-31,NA,NA,NA,0,0,0,149,"2019","2019-08"
2016-10-03,1014,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1184,"2016","2016-10"
2016-04-08,1640,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1362,"2016","2016-04"
2018-07-27,818,0,4,0,2019-12-31,NA,NA,NA,0,0,0,522,"2018","2018-07"
2016-02-03,1168,0,3,1,2018-07-11,"Damage","OK","OK",1,0,0,889,"2016","2016-02"
2017-03-20,1093,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1016,"2017","2017-03"
2018-06-25,545,0,2,0,2019-12-31,NA,NA,NA,0,0,0,554,"2018","2018-06"
2018-05-14,648,0,3,0,2019-12-31,NA,NA,NA,0,0,0,596,"2018","2018-05"
2015-11-26,1190,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1496,"2015","2015-11"
2018-08-29,263,0,3,0,2019-12-31,NA,NA,NA,0,0,0,489,"2018","2018-08"
2016-08-19,2420,1,3,1,2018-12-28,"Damage","OK","OK",1,0,0,861,"2016","2016-08"
2016-10-05,878,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1182,"2016","2016-10"
2018-12-11,836,1,2,0,2019-12-31,NA,NA,NA,0,0,0,385,"2018","2018-12"
2016-10-27,2019,1,6,1,2018-08-21,"Damage","OK","OK",1,0,0,663,"2016","2016-10"
2016-06-01,1563,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1308,"2016","2016-06"
2016-04-20,1673,1,2,1,2017-10-03,"Damage","OK","OK",1,0,0,531,"2016","2016-04"
2015-02-19,601,0,3,1,2018-01-01,"OK","OK","Damage",0,0,1,1047,"2015","2015-02"
2018-04-13,487,0,3,0,2019-12-31,NA,NA,NA,0,0,0,627,"2018","2018-04"
2018-09-25,494,0,7,0,2019-12-31,NA,NA,NA,0,0,0,462,"2018","2018-09"
2018-02-26,662,0,5,0,2019-12-31,NA,NA,NA,0,0,0,673,"2018","2018-02"
2015-04-10,2096,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1726,"2015","2015-04"
2017-08-20,1192,0,3,0,2019-12-31,NA,NA,NA,0,0,0,863,"2017","2017-08"
2015-06-10,2548,1,3,1,2017-10-11,"Damage","OK","OK",1,0,0,854,"2015","2015-06"
2016-05-08,1857,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1332,"2016","2016-05"
2015-01-03,1021,0,6,1,2018-08-26,"Damage","OK","OK",1,0,0,1331,"2015","2015-01"
2018-07-14,534,0,2,0,2019-12-31,NA,NA,NA,0,0,0,535,"2018","2018-07"
